DATE,FROM_CURRENCY,EXCHANGE_RATE
2023-12-06,CAD,0.737020
2023-06-18,CAD,0.757860
2023-04-15,EUR,1.103250
2024-06-21,CAD,0.729750
2024-06-27,EUR,1.069210
2024-09-19,BRL,0.182710
2023-05-17,SGD,0.747520
2023-01-02,EUR,1.070830
2024-10-18,MXN,0.050230
2024-03-26,EUR,1.082700
2024-05-13,EUR,1.077240
2024-01-05,INR,0.012010
2023-07-30,CAD,0.754830
2024-02-26,AUD,0.656540
2024-10-09,INR,0.011910
2024-04-14,GBP,1.245070
2023-04-27,SGD,0.748630
2024-11-03,CAD,0.716930
2023-01-10,INR,0.012160
2023-05-11,GBP,1.262630
2023-09-04,AED,0.272290
2024-07-19,MXN,0.056140
2024-10-13,AED,0.272280
2024-01-23,BRL,0.202220
2023-10-02,CAD,0.736520
2023-02-20,GBP,1.204350
2024-05-26,INR,0.012040
2024-08-02,AED,0.272290
2023-06-30,EUR,1.089220
2023-11-25,MXN,0.058340
2023-10-05,SGD,0.728630
2023-11-16,MXN,0.057690
2023-04-16,SGD,0.752080
2024-06-25,BRL,0.184770
2023-05-20,MXN,0.056470
2023-11-20,GBP,1.246330
2023-11-01,JPY,0.006640
2023-03-08,SGD,0.741670
2023-07-07,AUD,0.664680
2024-05-20,AED,0.272280
2023-08-02,SGD,0.749640
2024-11-04,GBP,1.292730
2024-11-02,CAD,0.717660
2024-07-30,INR,0.011940
2023-06-26,CHF,1.115200
2024-09-23,BRL,0.181480
2024-04-01,INR,0.012000
2024-11-15,JPY,0.006410
2023-08-15,BRL,0.202970
2023-02-21,AED,0.272310
2023-03-25,CHF,1.092220
2023-01-24,JPY,0.007690
2024-04-03,AED,0.272340
2024-08-08,AUD,0.654500
2024-09-22,EUR,1.116460
2023-06-04,GBP,1.245730
2023-01-20,SGD,0.755920
2023-08-23,GBP,1.275620
2023-11-01,CHF,1.104670
2024-01-15,EUR,1.095180
2023-08-19,GBP,1.273670
2024-04-07,CHF,1.108720
2024-06-13,MXN,0.053480
2024-05-06,BRL,0.197220
2023-08-09,MXN,0.058410
2023-08-28,SGD,0.738350
2023-12-03,JPY,0.006810
2024-05-31,AUD,0.662290
2024-05-28,BRL,0.193960
2023-04-05,SGD,0.753900
2024-02-10,AUD,0.651040
2024-07-14,CAD,0.733450
2023-09-29,BRL,0.198370
2024-09-01,CHF,1.176620
2023-01-22,CHF,1.086910
2024-02-03,JPY,0.006790
2023-09-08,EUR,1.070980
2023-04-21,AUD,0.672960
2023-11-20,CHF,1.129250
2023-10-11,AUD,0.641700
2024-01-27,INR,0.012030
2024-10-13,EUR,1.093790
2024-09-07,AED,0.272290
2024-05-05,MXN,0.058930
2024-10-17,MXN,0.050510
2023-02-02,CAD,0.751380
2024-05-17,MXN,0.059890
2024-03-12,JPY,0.006810
2024-09-19,MXN,0.052140
2023-07-31,BRL,0.211430
2024-04-11,AED,0.272350
2024-07-24,AED,0.272290
2023-10-08,CHF,1.099380
2024-07-21,AUD,0.668580
2024-02-02,MXN,0.058240
2024-09-04,AUD,0.673570
2024-04-05,SGD,0.742180
2024-10-09,EUR,1.098090
2023-07-07,CHF,1.114870
2023-11-21,INR,0.012000
2023-05-31,SGD,0.739650
2023-11-13,AED,0.272280
2024-04-03,SGD,0.739600
2024-08-20,CAD,0.732200
2023-01-16,JPY,0.007820
2024-11-11,SGD,0.755140
2024-07-14,JPY,0.006340
2023-02-23,CHF,1.077370
2023-09-07,JPY,0.006780
2024-02-21,CAD,0.740340
2024-01-22,MXN,0.058550
2024-07-15,SGD,0.745760
2023-01-05,INR,0.012080
2023-03-28,INR,0.012150
2023-01-28,BRL,0.196870
2024-04-14,EUR,1.064280
2024-04-08,JPY,0.006600
2023-12-16,BRL,0.203040
2023-04-07,BRL,0.198170
2024-06-02,BRL,0.190680
2023-05-11,CAD,0.747480
2024-03-12,INR,0.012090
2023-09-17,AUD,0.643350
2023-06-20,EUR,1.092720
2024-10-31,CAD,0.718750
2023-06-07,AED,0.272310
2024-01-05,GBP,1.268440
2023-04-22,CHF,1.119940
2023-06-10,EUR,1.076490
2024-06-07,AUD,0.666000
2023-07-16,BRL,0.208740
2023-06-13,EUR,1.075680
2023-07-23,BRL,0.209270
2024-02-27,GBP,1.267740
2024-02-13,JPY,0.006700
2024-10-23,INR,0.011890
2023-12-26,SGD,0.755910
2024-07-20,BRL,0.179890
2023-10-18,MXN,0.055690
2024-03-09,JPY,0.006790
2023-08-15,MXN,0.058710
2023-08-15,INR,0.012030
2024-07-21,GBP,1.291760
2024-09-20,BRL,0.183810
2023-08-22,INR,0.012030
2024-04-03,GBP,1.256240
2023-01-01,CHF,1.081750
2023-10-12,GBP,1.229870
2024-01-27,EUR,1.085350
2023-10-03,MXN,0.057090
2023-06-26,GBP,1.271860
2024-09-14,INR,0.011920
2023-05-23,EUR,1.081620
2023-06-07,MXN,0.057370
2023-09-27,BRL,0.201080
2023-11-16,JPY,0.006630
2023-03-08,CHF,1.069520
2024-04-15,MXN,0.060100
2023-11-10,CHF,1.110460
2023-06-05,GBP,1.245590
2023-08-31,CAD,0.738030
2023-03-24,AED,0.272330
2023-08-13,INR,0.012050
2023-02-03,CAD,0.752090
2023-07-24,CAD,0.756300
2023-10-22,GBP,1.216430
2023-04-07,EUR,1.090980
2024-09-25,EUR,1.114220
2024-11-14,SGD,0.746430
2024-05-04,CAD,0.731560
2024-08-13,JPY,0.006790
2023-12-25,BRL,0.205850
2024-10-08,MXN,0.051840
2023-02-24,MXN,0.054490
2023-10-06,MXN,0.055220
2024-02-03,CHF,1.161660
2023-09-22,CAD,0.741430
2024-01-22,BRL,0.202860
2024-07-09,EUR,1.083120
2023-09-05,SGD,0.738510
2023-01-30,INR,0.012270
2023-04-29,EUR,1.101320
2024-09-01,INR,0.011920
2023-01-29,CAD,0.751380
2024-06-22,SGD,0.738420
2023-08-06,AED,0.272290
2024-03-18,BRL,0.200230
2023-06-27,AUD,0.667930
2024-09-04,BRL,0.177790
2024-07-18,GBP,1.300450
2024-02-07,SGD,0.743440
2023-12-06,AED,0.272340
2024-07-28,CHF,1.131810
2023-10-22,AUD,0.631740
2024-02-15,AUD,0.647700
2023-05-29,BRL,0.200300
2023-09-05,CAD,0.735730
2024-02-07,JPY,0.006740
2024-07-26,BRL,0.177060
2023-04-03,CAD,0.740190
2023-03-12,BRL,0.191740
2024-08-19,CAD,0.731140
2024-05-25,EUR,1.083410
2023-01-29,GBP,1.239820
2023-01-30,BRL,0.195770
2024-07-23,JPY,0.006370
2024-06-30,INR,0.012000
2023-07-13,GBP,1.296640
2024-10-04,EUR,1.103430
2023-01-07,AED,0.272310
2023-05-19,CHF,1.108860
2023-04-16,AUD,0.671350
2023-02-24,CAD,0.738730
2023-05-27,EUR,1.073120
2023-10-30,MXN,0.055210
2023-02-09,AED,0.272290
2023-01-03,MXN,0.051340
2024-09-08,JPY,0.007030
2023-06-27,CHF,1.117440
2023-12-22,JPY,0.007010
2023-05-03,MXN,0.055680
2024-04-24,AUD,0.646800
2024-06-23,GBP,1.264570
2023-11-01,AED,0.272300
2023-06-03,SGD,0.742460
2023-06-04,BRL,0.201770
2023-12-10,CAD,0.736370
2023-05-18,GBP,1.247510
2023-02-27,BRL,0.192000
2024-01-22,CAD,0.744720
2023-09-21,EUR,1.069090
2024-10-04,AED,0.272290
2024-04-24,GBP,1.239850
2024-03-13,JPY,0.006780
2023-05-14,JPY,0.007370
2023-10-29,SGD,0.730860
2023-06-02,CHF,1.100650
2024-06-16,SGD,0.738950
2023-03-10,BRL,0.194400
2023-06-03,INR,0.012140
2023-11-11,CHF,1.107750
2024-01-19,GBP,1.268820
2024-07-28,INR,0.011950
2023-02-14,AED,0.272290
2024-01-04,MXN,0.058690
2023-07-27,GBP,1.291240
2023-12-28,CHF,1.176990
2024-05-07,JPY,0.006500
2023-09-16,AED,0.272290
2023-07-05,AUD,0.668600
2023-11-15,AUD,0.642530
2023-08-01,AUD,0.670330
2023-04-11,INR,0.012200
2024-06-19,SGD,0.739530
2024-09-08,SGD,0.767740
2024-08-21,AUD,0.673460
2023-11-01,INR,0.012010
2024-01-31,GBP,1.269140
2024-06-25,MXN,0.055420
2024-08-10,BRL,0.180940
2023-03-12,CAD,0.723510
2024-02-09,GBP,1.262030
2024-06-18,MXN,0.054010
2023-08-03,JPY,0.006990
2023-07-07,GBP,1.272530
2024-07-17,INR,0.011970
2024-02-03,GBP,1.270440
2024-08-18,SGD,0.760110
2024-05-16,EUR,1.084880
2024-11-05,GBP,1.296960
2023-09-25,GBP,1.224480
2024-07-28,AED,0.272310
2023-10-27,AUD,0.630650
2023-09-23,BRL,0.202860
2024-03-29,GBP,1.262520
2023-08-15,AED,0.272310
2024-06-20,AED,0.272290
2024-10-14,EUR,1.093700
2023-10-21,CHF,1.120960
2024-08-08,INR,0.011910
2024-07-08,INR,0.011980
2023-07-25,CHF,1.153520
2023-09-24,CHF,1.103220
2023-03-18,SGD,0.744970
2023-02-18,CAD,0.741340
2023-10-22,JPY,0.006670
2024-01-18,CHF,1.157620
2024-04-07,SGD,0.741500
2024-04-25,AUD,0.650310
2023-04-08,BRL,0.197760
2024-08-31,EUR,1.106850
2023-02-25,CAD,0.736240
2023-07-16,AED,0.272310
2023-07-06,JPY,0.006920
2024-09-16,MXN,0.052100
2023-02-20,INR,0.012070
2023-01-06,AUD,0.679480
2023-10-09,CAD,0.732170
2023-05-29,CAD,0.734460
2024-02-13,SGD,0.743660
2023-06-13,BRL,0.205170
2023-09-20,SGD,0.733120
2024-10-07,EUR,1.097560
2024-11-06,CAD,0.720910
2023-05-11,SGD,0.754000
2023-08-30,JPY,0.006830
2023-10-12,CAD,0.735580
2024-06-02,MXN,0.058850
2024-03-09,CHF,1.140470
2023-10-06,CAD,0.728210
2023-05-30,MXN,0.056860
2024-10-20,CHF,1.156590
2023-11-02,EUR,1.055980
2023-10-25,GBP,1.221430
2023-11-18,GBP,1.242600
2023-07-03,EUR,1.091360
2024-05-06,CHF,1.105140
2024-01-26,AUD,0.658250
2024-06-30,BRL,0.178840
2024-09-15,CHF,1.177810
2024-05-28,SGD,0.741260
2023-06-04,CHF,1.100490
2023-04-03,MXN,0.055510
2023-12-27,INR,0.012020
2024-07-20,AUD,0.669340
2024-09-06,CAD,0.740240
2024-10-23,EUR,1.081400
2024-04-22,CAD,0.727440
2023-08-18,CAD,0.739140
2023-08-09,SGD,0.742730
2024-08-28,CHF,1.183690
2024-02-08,CHF,1.147220
2024-10-28,BRL,0.175250
2024-07-04,CHF,1.107970
2024-07-27,CHF,1.133190
2024-03-21,INR,0.012030
2023-02-19,CHF,1.082320
2023-04-14,SGD,0.755210
2023-01-07,EUR,1.056120
2023-12-04,SGD,0.750000
2023-04-07,SGD,0.752120
2023-09-19,BRL,0.205830
2024-06-06,CAD,0.730730
2023-04-20,AUD,0.671860
2024-07-10,GBP,1.280010
2024-05-31,GBP,1.271710
2024-05-14,AED,0.272300
2023-10-09,JPY,0.006700
2024-02-27,EUR,1.083920
2024-02-17,GBP,1.258990
2023-06-13,CAD,0.748990
2023-06-28,SGD,0.740990
2023-04-09,CHF,1.104520
2023-12-23,AED,0.272340
2023-12-09,INR,0.011990
2024-05-27,EUR,1.084800
2023-03-03,BRL,0.192730
2024-10-03,MXN,0.051250
2023-03-09,CAD,0.726140
2024-01-02,SGD,0.758030
2024-10-17,JPY,0.006690
2023-05-08,MXN,0.056360
2024-02-02,AUD,0.655040
2024-06-13,GBP,1.278350
2024-03-19,AED,0.272330
2023-10-16,CHF,1.108350
2024-11-13,AED,0.272290
2023-01-17,SGD,0.757770
2023-10-16,EUR,1.051170
2023-10-17,AED,0.272300
2023-08-09,CHF,1.142700
2024-03-08,AED,0.272300
2024-04-10,AUD,0.661830
2023-01-01,GBP,1.210470
2024-03-23,INR,0.011980
2024-05-24,SGD,0.740490
2023-02-27,SGD,0.740910
2024-02-21,EUR,1.079480
2023-11-28,CHF,1.135050
2024-08-11,SGD,0.755490
2024-05-11,GBP,1.252620
2024-10-01,INR,0.011940
2023-12-15,CHF,1.152020
2023-05-13,MXN,0.056830
2024-10-29,CAD,0.719770
2024-04-30,GBP,1.254130
2023-05-13,AED,0.272370
2023-12-05,EUR,1.085410
2024-05-23,GBP,1.272530
2023-04-30,AUD,0.661810
2023-01-23,MXN,0.053020
2023-06-02,INR,0.012130
2023-04-20,INR,0.012170
2023-09-13,AED,0.272290
2023-05-14,AUD,0.664620
2023-12-31,GBP,1.273240
2024-04-21,BRL,0.192270
2023-02-25,SGD,0.742780
2024-07-08,JPY,0.006220
2024-02-16,JPY,0.006660
2023-08-11,INR,0.012080
2023-11-08,GBP,1.231050
2023-10-11,GBP,1.225910
2023-08-22,BRL,0.201090
2023-09-09,AED,0.272300
2024-05-19,AED,0.272280
2023-06-27,GBP,1.272360
2024-01-17,BRL,0.204560
2023-11-07,CHF,1.113930
2023-08-13,AUD,0.649710
2023-08-06,INR,0.012090
2024-04-28,CAD,0.731650
2024-06-28,EUR,1.070040
2023-06-17,INR,0.012210
2024-05-29,MXN,0.059850
2023-05-06,AUD,0.673550
2023-12-28,EUR,1.107090
2024-01-18,CAD,0.740110
2023-02-13,INR,0.012130
2024-09-05,SGD,0.765980
2024-03-19,INR,0.012060
2024-11-06,CHF,1.158360
2023-08-23,INR,0.012040
2023-08-15,AUD,0.648390
2024-05-16,MXN,0.059610
2023-07-17,BRL,0.208730
2023-10-08,GBP,1.224050
2024-08-26,INR,0.011930
2023-11-11,MXN,0.056330
2023-12-20,AUD,0.673990
2024-04-10,EUR,1.086070
2024-01-06,MXN,0.058940
2023-09-28,EUR,1.053710
2023-12-26,BRL,0.205050
2023-02-19,MXN,0.054470
2024-03-18,EUR,1.088900
2024-04-28,EUR,1.069400
2023-09-24,AUD,0.644380
2024-04-21,AED,0.272310
2024-08-21,CHF,1.164800
2023-12-21,CHF,1.160410
2024-05-28,GBP,1.275690
2024-04-05,CHF,1.106200
2023-08-20,EUR,1.087770
2023-03-20,EUR,1.066940
2023-04-26,CAD,0.735880
2024-09-04,JPY,0.006850
2023-11-14,BRL,0.203810
2024-08-10,MXN,0.053090
2024-07-01,MXN,0.054660
2023-10-16,MXN,0.055330
2024-06-27,MXN,0.054930
2023-06-27,JPY,0.006970
2024-07-03,AUD,0.665570
2023-06-03,MXN,0.057050
2023-04-14,CHF,1.121870
2023-08-08,AUD,0.657310
2023-10-15,AUD,0.629700
2023-10-23,MXN,0.054870
2024-04-08,MXN,0.060780
2023-10-30,EUR,1.056620
2024-10-04,INR,0.011910
2023-08-18,SGD,0.735600
2024-10-07,BRL,0.183300
2023-09-25,CAD,0.741780
2024-02-02,CHF,1.161140
2024-05-12,JPY,0.006420
2024-09-13,CHF,1.172680
2023-07-13,JPY,0.007190
2023-04-27,AED,0.272360
2023-03-09,JPY,0.007280
2023-09-22,GBP,1.230060
2023-09-21,AED,0.272300
2024-10-12,MXN,0.051570
2023-07-26,GBP,1.285680
2024-04-08,EUR,1.083880
2023-02-15,JPY,0.007550
2024-08-02,INR,0.011940
2023-01-09,INR,0.012160
2023-01-01,CAD,0.738510
2024-04-02,JPY,0.006600
2024-01-07,CAD,0.748540
2023-07-18,GBP,1.308340
2024-10-28,JPY,0.006560
2024-08-28,BRL,0.181880
2023-09-21,CHF,1.114720
2024-03-02,GBP,1.264020
2023-12-16,AUD,0.670850
2023-04-16,GBP,1.241630
2023-09-15,CHF,1.118520
2023-01-09,CHF,1.078060
2024-02-09,JPY,0.006710
2024-01-10,INR,0.012030
2023-03-04,AUD,0.675530
2024-11-05,JPY,0.006580
2024-04-20,CHF,1.100180
2023-02-13,AED,0.272280
2023-01-13,EUR,1.079500
2023-04-23,CAD,0.738660
2023-05-24,AUD,0.662870
2023-06-28,EUR,1.094520
2023-03-03,INR,0.012130
2023-08-31,MXN,0.059660
2023-10-21,BRL,0.197950
2024-01-16,CAD,0.745390
2023-08-10,GBP,1.274020
2023-06-27,MXN,0.058360
2024-07-26,AUD,0.654380
2024-11-07,EUR,1.075010
2023-02-17,EUR,1.069310
2023-02-19,SGD,0.748440
2024-04-23,AUD,0.644120
2023-06-13,MXN,0.057840
2023-07-03,AUD,0.666640
2024-09-19,CAD,0.735790
2023-01-24,CHF,1.086710
2024-01-20,MXN,0.058360
2024-06-26,JPY,0.006270
2024-06-02,JPY,0.006360
2023-11-25,EUR,1.092200
2024-04-12,BRL,0.197080
2024-02-27,CAD,0.740020
2023-12-06,JPY,0.006800
2023-07-27,JPY,0.007110
2024-03-28,AUD,0.652610
2024-06-28,AED,0.272290
2023-07-31,AUD,0.665010
2023-04-21,AED,0.272350
2023-03-15,CHF,1.095110
2024-08-18,INR,0.011930
2024-10-21,INR,0.011900
2024-09-07,INR,0.011910
2024-08-29,GBP,1.321600
2023-08-11,EUR,1.099930
2023-11-24,JPY,0.006700
2023-07-22,AUD,0.675030
2024-11-08,MXN,0.050040
2023-02-14,MXN,0.053630
2024-03-10,AUD,0.663000
2023-10-26,AED,0.272300
2024-10-14,MXN,0.051880
2024-09-30,INR,0.011950
2023-12-01,JPY,0.006780
2024-04-17,CAD,0.724150
2023-06-29,BRL,0.207080
2023-10-05,CAD,0.728650
2023-05-05,MXN,0.055810
2023-02-22,MXN,0.054320
2024-02-16,BRL,0.201240
2024-01-24,GBP,1.270470
2024-02-22,EUR,1.081140
2023-07-19,INR,0.012190
2023-01-22,AUD,0.696990
2023-08-17,CAD,0.740310
2023-03-11,SGD,0.739220
2023-04-09,CAD,0.740340
2023-04-19,GBP,1.241730
2023-05-10,JPY,0.007400
2023-07-04,AED,0.272300
2024-07-29,SGD,0.744940
2023-03-19,CHF,1.080250
2024-05-04,INR,0.011990
2024-11-01,JPY,0.006560
2024-04-07,MXN,0.060790
2024-08-11,JPY,0.006820
2024-11-10,AUD,0.658760
2023-12-23,CAD,0.753510
2023-06-22,AUD,0.678250
2023-10-01,BRL,0.198750
2023-12-09,MXN,0.057430
2024-05-11,INR,0.011970
2024-06-11,AUD,0.659700
2023-04-06,MXN,0.054920
2023-06-30,INR,0.012190
2023-09-29,INR,0.012030
2024-09-07,MXN,0.050170
2023-03-24,CAD,0.730850
2024-10-04,CAD,0.739000
2023-08-26,AUD,0.641390
2023-02-12,AED,0.272280
2023-06-29,SGD,0.739790
2024-04-12,JPY,0.006530
2023-09-02,AUD,0.646790
2024-06-11,GBP,1.272130
2024-07-08,MXN,0.055250
2024-02-14,EUR,1.074540
2024-07-20,JPY,0.006350
2024-06-22,AED,0.272290
2023-09-21,CAD,0.743930
2024-05-02,MXN,0.058590
2023-04-02,JPY,0.007530
2023-10-02,SGD,0.732040
2024-07-19,GBP,1.298050
2023-01-12,CHF,1.079620
2023-02-26,AED,0.272280
2024-11-07,GBP,1.289540
2024-05-30,AED,0.272290
2023-12-24,EUR,1.101590
2023-02-24,AUD,0.681800
2023-03-30,SGD,0.752400
2023-06-30,BRL,0.206080
2024-03-26,INR,0.011980
2024-03-06,MXN,0.058990
2024-02-04,AUD,0.651420
2023-01-18,AED,0.272300
2023-03-02,GBP,1.203510
2024-03-19,MXN,0.059670
2023-01-05,CHF,1.075270
2023-12-21,AUD,0.676110
2023-08-13,MXN,0.058840
2024-04-27,MXN,0.058190
2023-01-13,AUD,0.693170
2024-08-28,AUD,0.678330
2023-09-17,BRL,0.205590
2023-03-10,GBP,1.188710
2023-04-17,BRL,0.203810
2024-03-11,CHF,1.139590
2023-08-02,MXN,0.059500
2024-03-02,BRL,0.201560
2023-09-21,AUD,0.646890
2023-01-03,JPY,0.007640
2023-02-23,AUD,0.682570
2024-03-03,AED,0.272320
2023-05-04,JPY,0.007380
2023-03-13,BRL,0.191740
2023-03-08,BRL,0.193470
2024-11-08,CHF,1.143650
2023-04-08,INR,0.012220
2023-06-19,INR,0.012200
2023-07-19,GBP,1.307390
2024-01-04,CAD,0.749620
2024-05-19,CHF,1.100010
2023-09-19,GBP,1.239050
2023-11-11,EUR,1.067620
2023-05-21,AUD,0.664950
2023-10-29,CAD,0.720850
2024-10-05,INR,0.011910
2023-11-25,INR,0.012000
2023-08-17,BRL,0.200770
2023-03-17,MXN,0.052810
2024-02-19,MXN,0.058650
2023-11-06,AUD,0.651390
2023-02-09,JPY,0.007630
2024-07-26,SGD,0.744520
2023-01-01,JPY,0.007630
2023-11-01,SGD,0.731240
2023-06-17,MXN,0.058440
2024-05-27,MXN,0.059920
2024-08-02,SGD,0.748120
2023-12-17,CAD,0.747780
2023-11-27,BRL,0.204030
2023-02-23,AED,0.272300
2024-02-19,JPY,0.006660
2023-06-22,CAD,0.757600
2024-05-27,INR,0.012040
2024-09-17,AUD,0.673600
2024-05-25,AED,0.272290
2023-09-13,CAD,0.736990
2023-05-06,INR,0.012240
2023-06-08,CHF,1.101610
2023-06-09,MXN,0.057580
2024-01-12,GBP,1.275210
2024-09-21,GBP,1.330490
2023-01-21,GBP,1.237730
2024-06-05,CAD,0.731700
2024-08-23,JPY,0.006860
2023-10-02,GBP,1.220530
2024-05-26,AED,0.272310
2023-10-16,INR,0.012010
2023-12-14,CHF,1.142900
2023-10-11,AED,0.272300
2023-02-05,CAD,0.746390
2023-04-21,MXN,0.055410
2024-08-06,BRL,0.174400
2024-11-12,SGD,0.751150
2024-05-18,MXN,0.060030
2024-04-23,MXN,0.058500
2023-07-11,JPY,0.007040
2024-08-25,SGD,0.769180
2023-03-22,AED,0.272330
2023-11-08,CHF,1.110950
2023-02-22,GBP,1.207390
2023-04-11,EUR,1.088020
2023-10-19,CAD,0.731790
2023-02-20,BRL,0.193560
2023-03-02,EUR,1.063930
2023-02-07,INR,0.012100
2024-05-22,GBP,1.271220
2024-09-13,CAD,0.736370
2023-08-10,AED,0.272300
2024-08-15,BRL,0.183190
2024-03-31,AUD,0.652260
2023-02-25,JPY,0.007380
2024-04-14,AUD,0.646280
2023-05-15,INR,0.012160
2024-04-26,JPY,0.006430
2024-01-06,GBP,1.269560
2024-04-17,AED,0.272330
2024-07-21,CAD,0.728510
2023-07-15,EUR,1.122980
2023-03-04,BRL,0.192310
2024-09-27,JPY,0.006910
2023-11-07,AED,0.272290
2024-06-16,BRL,0.186030
2023-01-09,EUR,1.064630
2023-06-12,AUD,0.674480
2024-11-16,MXN,0.049000
2023-02-14,INR,0.012100
2023-05-08,BRL,0.202010
2024-08-07,CHF,1.171200
2024-06-30,AED,0.272270
2024-04-14,INR,0.011960
2023-04-01,CAD,0.739130
2023-01-06,AED,0.272300
2023-10-02,CHF,1.093400
2024-03-14,BRL,0.201180
2024-06-05,GBP,1.278520
2023-07-14,CAD,0.760710
2023-01-10,BRL,0.190660
2023-04-27,EUR,1.102540
2023-09-28,MXN,0.056810
2023-02-04,CHF,1.088470
2023-03-27,MXN,0.054270
2023-01-12,EUR,1.074820
2023-06-27,SGD,0.739310
2024-09-14,GBP,1.313640
2024-11-17,MXN,0.049160
2023-03-31,AUD,0.669900
2024-08-27,GBP,1.319770
2023-03-14,AUD,0.665890
2024-09-08,INR,0.011910
2023-12-18,INR,0.012040
2023-12-14,JPY,0.006900
2023-08-10,AUD,0.654250
2023-12-27,BRL,0.205990
2024-01-01,CHF,1.188660
2024-06-11,INR,0.011970
2024-04-20,CAD,0.726750
2024-02-22,SGD,0.744200
2024-03-26,GBP,1.262590
2024-03-10,SGD,0.751290
2023-04-12,INR,0.012190
2024-04-28,INR,0.011990
2023-09-16,BRL,0.205470
2024-08-15,SGD,0.759710
2024-05-04,MXN,0.058950
2024-11-13,BRL,0.173600
2024-05-07,MXN,0.059100
2024-10-15,CAD,0.725260
2023-09-25,JPY,0.006740
2023-03-26,CAD,0.727610
2023-01-02,GBP,1.210420
2024-07-24,MXN,0.055460
2023-08-10,MXN,0.058520
2023-03-06,SGD,0.744420
2024-02-04,MXN,0.058340
2024-09-11,AED,0.272290
2024-07-24,CHF,1.122850
2024-10-26,BRL,0.176000
2023-11-11,INR,0.012000
2023-06-12,INR,0.012130
2024-07-21,MXN,0.055420
2023-08-03,MXN,0.058990
2023-02-02,BRL,0.197270
2024-06-18,EUR,1.071630
2023-09-16,AUD,0.644790
2023-03-13,GBP,1.204300
2024-02-12,JPY,0.006700
2023-06-12,AED,0.272320
2024-01-20,JPY,0.006750
2024-10-22,CHF,1.155980
2024-01-13,AED,0.272310
2023-11-02,SGD,0.730110
2023-08-14,MXN,0.058840
2024-01-24,AED,0.272300
2023-05-23,BRL,0.200750
2023-10-18,GBP,1.218380
2023-05-17,INR,0.012160
2023-03-01,EUR,1.060070
2024-03-04,AUD,0.652700
2024-06-24,MXN,0.055250
2024-10-26,EUR,1.081700
2023-05-05,JPY,0.007440
2024-10-25,GBP,1.295780
2024-09-26,JPY,0.006940
2023-11-22,JPY,0.006760
2024-04-15,AUD,0.646390
2023-07-13,AUD,0.674400
2023-06-15,INR,0.012180
2024-09-05,AED,0.272290
2024-03-29,AUD,0.651580
2023-03-01,BRL,0.192000
2023-04-08,EUR,1.091290
2023-08-04,SGD,0.745200
2023-04-22,AUD,0.670110
2024-11-03,AED,0.272280
2024-03-20,SGD,0.745450
2024-07-17,MXN,0.056460
2023-05-16,BRL,0.203690
2024-11-08,AED,0.272290
2024-05-22,JPY,0.006400
2023-04-01,AED,0.272330
2023-10-22,CHF,1.120690
2024-02-25,EUR,1.082210
2023-11-26,CAD,0.733780
2023-03-02,BRL,0.191790
2024-08-15,JPY,0.006800
2023-02-03,AUD,0.711730
2024-02-13,AED,0.272300
2024-01-19,EUR,1.088070
2023-08-24,GBP,1.271000
2024-05-18,BRL,0.195380
2024-03-21,AUD,0.654110
2023-03-28,SGD,0.750620
2023-07-25,BRL,0.210260
2023-04-27,AUD,0.660910
2023-02-23,GBP,1.208820
2023-08-12,AED,0.272300
2024-09-23,INR,0.011980
2023-06-14,AUD,0.677040
2023-08-26,CAD,0.735510
2023-07-01,BRL,0.207100
2023-07-29,INR,0.012160
2024-03-05,CHF,1.131520
2023-12-03,BRL,0.204960
2023-10-20,INR,0.012020
2023-04-02,SGD,0.751570
2023-01-04,MXN,0.051420
2023-06-09,SGD,0.743230
2024-04-22,AED,0.272310
2024-08-10,CAD,0.728250
2024-06-15,MXN,0.054100
2024-11-09,AUD,0.662170
2023-12-13,CHF,1.141290
2023-03-19,AUD,0.670640
2023-08-06,MXN,0.058620
2024-05-05,SGD,0.741090
2023-07-04,MXN,0.058510
2024-06-02,SGD,0.740200
2024-09-21,INR,0.011970
2023-07-28,CAD,0.758020
2023-11-04,AED,0.272290
2023-12-31,MXN,0.058950
2023-12-06,CHF,1.144490
2024-03-07,MXN,0.059180
2024-04-09,SGD,0.741630
2024-02-21,SGD,0.743620
2024-08-10,CHF,1.155840
2023-03-19,CAD,0.728260
2023-08-27,SGD,0.738410
2023-10-26,CHF,1.117430
2024-05-28,AUD,0.664690
2024-03-30,SGD,0.741400
2024-08-12,BRL,0.181690
2024-04-15,INR,0.011960
2024-07-13,JPY,0.006310
2024-02-25,SGD,0.744630
2024-06-22,INR,0.011970
2024-06-22,CAD,0.730370
2023-03-21,CHF,1.078570
2023-10-18,JPY,0.006680
2024-02-20,JPY,0.006670
2024-07-23,SGD,0.743320
2024-05-25,BRL,0.194190
2023-06-17,AUD,0.687660
2024-04-07,AUD,0.658020
2023-08-21,CAD,0.738010
2024-11-09,SGD,0.755380
2023-12-10,SGD,0.745220
2024-09-12,AUD,0.666090
2023-05-25,JPY,0.007200
2023-02-12,INR,0.012130
2024-08-31,JPY,0.006880
2023-12-08,INR,0.012000
2023-11-12,MXN,0.056700
2024-06-25,CHF,1.119460
2023-07-18,CHF,1.162420
2024-01-30,AUD,0.659690
2023-08-22,EUR,1.089120
2023-12-06,SGD,0.746600
2024-05-27,SGD,0.740870
2023-06-13,SGD,0.744430
